# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
# Zeroes for Taiwan (TWN) replaced with UN population estimates for XEA region in 2000 and 2005 time periods,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP3_v9_130325,OMN,Population,million,2.264,2.43,2.782,3.052,3.33,3.616,3.895,4.159,4.418,4.67,4.914,5.143,5.358,5.559,5.761,5.975,6.208,6.46,6.724,6.996,7.276
OECD Env-Growth,SSP3_v9_130325,PAK,Population,million,144.522,158.645,173.593,191.535,212.332,234.369,256.606,278.293,300.368,323.436,347.138,370.239,391.963,412.638,432.943,453.274,473.703,493.954,513.592,532.592,551.068
OECD Env-Growth,SSP3_v9_130325,PAN,Population,million,2.956,3.238,3.517,3.788,4.069,4.354,4.641,4.912,5.17,5.418,5.659,5.887,6.102,6.306,6.503,6.694,6.878,7.055,7.228,7.4,7.571
OECD Env-Growth,SSP3_v9_130325,PER,Population,million,25.862,27.559,29.077,30.653,32.363,34.167,35.93,37.54,38.998,40.333,41.558,42.659,43.652,44.592,45.488,46.355,47.205,48.055,48.918,49.811,50.741
OECD Env-Growth,SSP3_v9_130325,PHL,Population,million,77.31,85.546,93.261,102.087,112.048,122.523,133.169,143.42,153.437,163.432,173.52,183.359,192.829,201.887,210.579,218.923,226.945,234.631,241.955,248.863,255.277
OECD Env-Growth,SSP3_v9_130325,PNG,Population,million,5.379,6.095,6.858,7.584,8.355,9.161,9.985,10.767,11.5,12.192,12.859,13.481,14.063,14.597,15.072,15.511,15.906,16.269,16.597,16.898,17.169
OECD Env-Growth,SSP3_v9_130325,POL,Population,million,38.302,38.165,38.277,38.236,37.947,37.356,36.434,35.253,33.915,32.511,31.079,29.609,28.048,26.373,24.628,22.913,21.318,19.875,18.566,17.344,16.171
OECD Env-Growth,SSP3_v9_130325,PRI,Population,million,3.814,3.782,3.749,3.741,3.754,3.778,3.788,3.779,3.757,3.726,3.691,3.65,3.607,3.568,3.535,3.511,3.496,3.488,3.489,3.499,3.519
OECD Env-Growth,SSP3_v9_130325,PRT,Population,million,10.336,10.544,10.676,10.732,10.702,10.589,10.434,10.258,10.05,9.797,9.495,9.15,8.779,8.388,7.991,7.603,7.232,6.878,6.533,6.192,5.857
OECD Env-Growth,SSP3_v9_130325,PRY,Population,million,5.344,5.898,6.455,7.032,7.655,8.3,8.942,9.555,10.149,10.734,11.309,11.858,12.376,12.868,13.338,13.797,14.246,14.685,15.117,15.537,15.944
OECD Env-Growth,SSP3_v9_130325,PSE,Population,million,3.199,3.556,4.039,4.542,5.093,5.694,6.311,6.916,7.511,8.111,8.726,9.346,9.96,10.58,11.211,11.861,12.532,13.22,13.922,14.636,15.364
OECD Env-Growth,SSP3_v9_130325,PYF,Population,million,0.238,0.255,0.271,0.287,0.304,0.321,0.337,0.352,0.365,0.38,0.394,0.408,0.422,0.436,0.451,0.468,0.485,0.503,0.523,0.543,0.565
OECD Env-Growth,SSP3_v9_130325,QAT,Population,million,0.591,0.821,1.759,2.236,2.45,2.625,2.79,2.945,3.09,3.221,3.329,3.416,3.486,3.537,3.577,3.613,3.651,3.693,3.734,3.765,3.778
OECD Env-Growth,SSP3_v9_130325,ROU,Population,million,22.192,21.772,21.486,21.203,20.956,20.688,20.381,20.028,19.655,19.273,18.875,18.437,17.963,17.494,17.087,16.782,16.588,16.488,16.459,16.474,16.519
OECD Env-Growth,SSP3_v9_130325,RUS,Population,million,146.758,143.843,142.958,142.623,141.783,140.16,138.271,136.476,135.257,134.598,134.315,134.319,134.629,135.239,136.352,138.003,140.019,142.23,144.524,146.816,149.032
OECD Env-Growth,SSP3_v9_130325,RWA,Population,million,8.098,9.202,10.624,12.279,14.042,15.849,17.769,19.764,21.877,24.035,26.177,28.235,30.18,32.12,34.02,35.876,37.648,39.311,40.864,42.316,43.676
OECD Env-Growth,SSP3_v9_130325,SAU,Population,million,20.045,24.041,27.448,31.057,34.708,38.241,41.845,45.444,49.058,52.678,56.289,59.831,63.311,66.693,70.037,73.373,76.672,79.86,82.877,85.679,88.239
OECD Env-Growth,SSP3_v9_130325,SDN,Population,million,34.188,38.41,43.552,49.884,56.995,64.626,72.359,80.525,89.475,99.314,109.699,120.316,131.034,141.931,153.029,164.162,175.009,185.342,195.441,205.661,215.801
OECD Env-Growth,SSP3_v9_130325,SEN,Population,million,9.506,10.872,12.434,14.257,16.356,18.658,21.141,23.693,26.327,29.026,31.779,34.536,37.269,40.042,42.853,45.696,48.585,51.498,54.429,57.37,60.338
OECD Env-Growth,SSP3_v9_130325,SGP,Population,million,3.919,4.266,5.086,5.468,5.636,5.775,5.9,5.984,6.02,6.02,6.006,5.991,5.981,5.956,5.912,5.855,5.793,5.733,5.676,5.616,5.547
OECD Env-Growth,SSP3_v9_130325,SLB,Population,million,0.409,0.47,0.538,0.606,0.678,0.752,0.828,0.904,0.978,1.05,1.12,1.187,1.253,1.316,1.375,1.43,1.483,1.532,1.579,1.624,1.668
OECD Env-Growth,SSP3_v9_130325,SLE,Population,million,4.143,5.153,5.868,6.608,7.37,8.143,8.947,9.733,10.491,11.225,11.932,12.601,13.222,13.786,14.296,14.744,15.153,15.513,15.828,16.113,16.354
OECD Env-Growth,SSP3_v9_130325,SLV,Population,million,5.94,6.051,6.193,6.401,6.676,6.991,7.293,7.572,7.839,8.098,8.347,8.575,8.78,8.977,9.17,9.361,9.556,9.759,9.979,10.22,10.487
OECD Env-Growth,SSP3_v9_130325,SOM,Population,million,7.399,8.36,9.331,10.49,11.844,13.457,15.271,17.138,19.021,20.878,22.721,24.508,26.271,27.981,29.652,31.273,32.846,34.375,35.831,37.268,38.596
OECD Env-Growth,SSP3_v9_130325,SRB,Population,million,10.134,9.856,9.856,9.789,9.756,9.743,9.749,9.743,9.723,9.701,9.696,9.711,9.743,9.762,9.772,9.788,9.819,9.868,9.922,9.971,10.011
OECD Env-Growth,SSP3_v9_130325,STP,Population,million,0.141,0.153,0.165,0.178,0.192,0.208,0.224,0.239,0.253,0.266,0.278,0.289,0.3,0.309,0.319,0.327,0.336,0.345,0.354,0.363,0.372
OECD Env-Growth,SSP3_v9_130325,SUR,Population,million,0.467,0.499,0.525,0.551,0.581,0.612,0.644,0.673,0.7,0.725,0.751,0.777,0.803,0.827,0.851,0.875,0.899,0.924,0.948,0.971,0.994
OECD Env-Growth,SSP3_v9_130325,SVK,Population,million,5.405,5.415,5.462,5.509,5.519,5.48,5.389,5.258,5.1,4.928,4.743,4.542,4.322,4.08,3.828,3.582,3.352,3.141,2.945,2.758,2.576
OECD Env-Growth,SSP3_v9_130325,SVN,Population,million,1.985,2.002,2.03,2.052,2.053,2.034,2,1.959,1.914,1.864,1.808,1.748,1.683,1.615,1.547,1.48,1.413,1.348,1.283,1.218,1.151
OECD Env-Growth,SSP3_v9_130325,SWE,Population,million,8.86,9.029,9.38,9.681,9.912,10.057,10.119,10.132,10.127,10.113,10.08,10.015,9.915,9.774,9.607,9.417,9.199,8.951,8.679,8.387,8.075
OECD Env-Growth,SSP3_v9_130325,SWZ,Population,million,1.064,1.105,1.186,1.268,1.336,1.395,1.449,1.495,1.538,1.582,1.62,1.655,1.688,1.715,1.747,1.785,1.828,1.875,1.922,1.971,2.022
OECD Env-Growth,SSP3_v9_130325,SYR,Population,million,15.989,18.484,20.411,22.419,24.699,27.193,29.793,32.294,34.668,36.995,39.377,41.778,44.123,46.361,48.504,50.607,52.715,54.833,56.94,59.034,61.129
OECD Env-Growth,SSP3_v9_130325,TCD,Population,million,8.222,9.786,11.227,12.911,14.782,16.85,19.092,21.384,23.683,25.99,28.271,30.469,32.554,34.52,36.369,38.115,39.745,41.249,42.609,43.793,44.904
OECD Env-Growth,SSP3_v9_130325,TGO,Population,million,4.794,5.408,6.028,6.662,7.332,8.018,8.711,9.364,9.977,10.551,11.103,11.607,12.056,12.457,12.801,13.106,13.384,13.638,13.873,14.099,14.294
OECD Env-Growth,SSP3_v9_130325,THA,Population,million,63.155,66.698,69.122,71.21,73.046,74.553,75.698,76.319,76.468,76.297,75.951,75.624,75.362,75.063,74.872,74.856,75.023,75.408,75.953,76.575,77.291
OECD Env-Growth,SSP3_v9_130325,TJK,Population,million,6.173,6.453,6.879,7.322,7.855,8.449,9.016,9.518,9.98,10.426,10.868,11.282,11.651,11.992,12.312,12.62,12.93,13.233,13.528,13.812,14.09
OECD Env-Growth,SSP3_v9_130325,TKM,Population,million,4.501,4.748,5.042,5.358,5.697,6.027,6.325,6.577,6.804,7.013,7.205,7.368,7.494,7.594,7.675,7.749,7.824,7.899,7.972,8.041,8.107
OECD Env-Growth,SSP3_v9_130325,TLS,Population,million,0.83,1.01,1.124,1.27,1.46,1.695,1.956,2.225,2.499,2.782,3.086,3.397,3.708,4.018,4.326,4.638,4.963,5.298,5.632,5.965,6.3
OECD Env-Growth,SSP3_v9_130325,TON,Population,million,0.098,0.101,0.104,0.108,0.114,0.121,0.129,0.137,0.144,0.15,0.157,0.163,0.169,0.176,0.183,0.19,0.196,0.203,0.209,0.217,0.224
OECD Env-Growth,SSP3_v9_130325,TTO,Population,million,1.292,1.315,1.341,1.368,1.392,1.409,1.417,1.418,1.412,1.4,1.382,1.359,1.333,1.306,1.281,1.259,1.241,1.228,1.221,1.218,1.219
OECD Env-Growth,SSP3_v9_130325,TUN,Population,million,9.456,9.912,10.481,11.042,11.595,12.113,12.556,12.905,13.2,13.466,13.707,13.9,14.031,14.102,14.146,14.214,14.338,14.525,14.75,14.986,15.225
OECD Env-Growth,SSP3_v9_130325,TUR,Population,million,63.628,68.143,72.752,77.573,82.619,87.62,92.424,96.835,101.004,105.133,109.227,113.14,116.87,120.45,124.042,127.787,131.741,135.844,140.066,144.384,148.784
OECD Env-Growth,SSP3_v9_130325,TZA,Population,million,34.038,38.831,44.841,51.84,59.857,68.69,78.347,88.404,98.92,109.736,120.723,131.466,142.023,152.293,162.51,172.445,182.215,191.847,201.091,210.057,218.654
OECD Env-Growth,SSP3_v9_130325,UGA,Population,million,24.213,28.431,33.425,39.64,47.006,55.448,65.143,75.769,87.397,99.938,113.302,126.879,140.529,154.212,167.912,181.496,195.065,208.172,220.756,233.12,244.807
OECD Env-Growth,SSP3_v9_130325,UKR,Population,million,48.892,46.924,45.448,44.151,43.02,41.958,40.97,40.064,39.368,38.856,38.501,38.259,38.129,38.084,38.145,38.343,38.649,39.01,39.387,39.749,40.082
OECD Env-Growth,SSP3_v9_130325,URY,Population,million,3.319,3.323,3.369,3.419,3.481,3.553,3.625,3.684,3.733,3.776,3.814,3.847,3.877,3.908,3.941,3.978,4.021,4.07,4.126,4.191,4.266
OECD Env-Growth,SSP3_v9_130325,USA,Population,million,282.496,296.82,310.384,320.589,328.774,334.248,337.347,338.897,338.918,337.277,334.232,330.421,326.108,321.135,315.313,308.494,300.574,291.731,282.232,272.219,261.774
OECD Env-Growth,SSP3_v9_130325,UZB,Population,million,24.776,25.947,27.445,29.075,30.878,32.703,34.348,35.725,36.969,38.168,39.297,40.264,41.023,41.634,42.153,42.641,43.119,43.586,44.044,44.498,44.953
OECD Env-Growth,SSP3_v9_130325,VCT,Population,million,0.108,0.109,0.109,0.111,0.114,0.118,0.121,0.124,0.127,0.129,0.132,0.134,0.136,0.138,0.14,0.142,0.144,0.147,0.149,0.152,0.156
OECD Env-Growth,SSP3_v9_130325,VEN,Population,million,24.348,26.664,28.98,31.367,33.85,36.301,38.7,40.947,43.081,45.131,47.097,48.931,50.629,52.191,53.639,54.995,56.296,57.568,58.825,60.071,61.304
OECD Env-Growth,SSP3_v9_130325,VNM,Population,million,78.758,83.161,87.848,92.721,97.488,101.67,105.134,107.872,110.042,111.629,112.599,112.921,112.732,112.22,111.548,110.82,110.119,109.576,109.322,109.397,109.731
OECD Env-Growth,SSP3_v9_130325,VUT,Population,million,0.185,0.211,0.24,0.268,0.299,0.332,0.365,0.397,0.429,0.46,0.491,0.52,0.549,0.575,0.6,0.623,0.644,0.664,0.683,0.7,0.716
OECD Env-Growth,SSP3_v9_130325,WSM,Population,million,0.177,0.18,0.183,0.188,0.197,0.209,0.222,0.234,0.244,0.254,0.263,0.272,0.282,0.292,0.303,0.313,0.323,0.333,0.344,0.356,0.368
OECD Env-Growth,SSP3_v9_130325,YEM,Population,million,17.723,20.649,24.053,28.057,32.796,38.112,43.795,49.678,55.925,62.56,69.474,76.434,83.317,90.061,96.812,103.534,110.199,116.788,123.168,129.292,135.274
OECD Env-Growth,SSP3_v9_130325,ZAF,Population,million,44.76,47.793,50.133,52.248,54.009,55.564,57.007,58.268,59.423,60.506,61.625,62.671,63.633,64.59,65.532,66.444,67.359,68.335,69.283,70.227,71.179
OECD Env-Growth,SSP3_v9_130325,ZMB,Population,million,10.202,11.462,13.089,15.228,17.81,20.602,23.694,27.023,30.559,34.175,37.94,41.631,45.253,48.905,52.551,56.154,59.772,63.248,66.675,70.03,73.254
OECD Env-Growth,SSP3_v9_130325,ZWE,Population,million,12.509,12.571,12.571,12.91,13.52,14.191,14.791,15.29,15.743,16.198,16.666,17.101,17.455,17.8,18.138,18.492,18.842,19.212,19.577,19.953,20.337
OECD Env-Growth,SSP3_v9_130325,AFG,Population,million,22.856,27.615,31.412,36.104,41.886,48.674,56.29,64.322,72.827,81.918,91.579,101.424,111.268,121.021,130.67,140.241,149.558,158.566,167.054,174.906,181.926
OECD Env-Growth,SSP3_v9_130325,AGO,Population,million,13.926,16.489,19.082,22.042,25.492,29.331,33.357,37.349,41.337,45.413,49.523,53.497,57.25,60.767,64.069,67.19,70.116,72.864,75.26,77.465,79.305
OECD Env-Growth,SSP3_v9_130325,ALB,Population,million,3.072,3.142,3.204,3.262,3.337,3.416,3.484,3.528,3.552,3.566,3.579,3.592,3.599,3.593,3.574,3.549,3.528,3.515,3.513,3.519,3.533
OECD Env-Growth,SSP3_v9_130325,ARE,Population,million,3.033,4.069,7.512,9.477,10.55,11.399,12.166,12.856,13.488,14.053,14.535,14.934,15.274,15.529,15.735,15.926,16.122,16.314,16.47,16.551,16.531
OECD Env-Growth,SSP3_v9_130325,ARG,Population,million,36.931,38.681,40.412,42.262,44.244,46.284,48.338,50.31,52.239,54.147,56.052,57.896,59.659,61.358,63.018,64.681,66.388,68.154,69.991,71.893,73.854
OECD Env-Growth,SSP3_v9_130325,ARM,Population,million,3.076,3.066,3.092,3.098,3.102,3.105,3.103,3.095,3.081,3.06,3.035,3.007,2.98,2.957,2.936,2.919,2.909,2.91,2.924,2.95,2.984
OECD Env-Growth,SSP3_v9_130325,AUS,Population,million,19.164,20.404,22.268,23.855,25.14,26.101,26.836,27.424,27.898,28.252,28.462,28.522,28.436,28.179,27.774,27.235,26.562,25.776,24.896,23.948,22.921
OECD Env-Growth,SSP3_v9_130325,AUT,Population,million,8.005,8.232,8.394,8.494,8.523,8.489,8.402,8.276,8.114,7.918,7.681,7.405,7.101,6.777,6.45,6.12,5.786,5.45,5.118,4.795,4.481
OECD Env-Growth,SSP3_v9_130325,AZE,Population,million,8.111,8.588,9.188,9.727,10.189,10.52,10.767,10.988,11.186,11.345,11.453,11.518,11.58,11.644,11.711,11.786,11.877,11.998,12.148,12.309,12.471
OECD Env-Growth,SSP3_v9_130325,BDI,Population,million,6.374,7.251,8.383,9.627,10.826,11.916,12.93,13.885,14.847,15.817,16.742,17.569,18.295,18.93,19.492,20.033,20.5,20.871,21.149,21.339,21.461
OECD Env-Growth,SSP3_v9_130325,BEL,Population,million,10.176,10.414,10.712,10.919,11.024,11.044,11.005,10.93,10.814,10.649,10.434,10.18,9.9,9.598,9.283,8.957,8.62,8.268,7.902,7.524,7.135
OECD Env-Growth,SSP3_v9_130325,BEN,Population,million,6.518,7.634,8.85,10.2,11.632,13.118,14.673,16.219,17.736,19.233,20.683,22.075,23.382,24.604,25.737,26.782,27.747,28.574,29.337,29.999,30.586
OECD Env-Growth,SSP3_v9_130325,BFA,Population,million,12.294,14.198,16.469,19.157,22.244,25.706,29.585,33.707,38.011,42.474,47.054,51.637,56.105,60.462,64.725,68.833,72.794,76.579,80.157,83.572,86.731
OECD Env-Growth,SSP3_v9_130325,BGD,Population,million,129.592,140.588,148.692,158.266,168.989,179.919,190.251,199.416,207.6,215.035,221.609,227.158,231.585,235.243,238.605,241.805,245.085,248.588,252.437,256.731,261.496
OECD Env-Growth,SSP3_v9_130325,BGR,Population,million,8.006,7.739,7.494,7.281,7.1,6.935,6.782,6.642,6.528,6.443,6.381,6.332,6.298,6.275,6.274,6.3,6.347,6.409,6.477,6.547,6.612
OECD Env-Growth,SSP3_v9_130325,BHR,Population,million,0.638,0.725,1.262,1.594,1.807,1.987,2.157,2.325,2.498,2.673,2.843,3.001,3.153,3.303,3.457,3.618,3.782,3.941,4.088,4.216,4.32
OECD Env-Growth,SSP3_v9_130325,ABW,Population,million,0.09,0.101,0.107,0.117,0.123,0.128,0.132,0.136,0.138,0.141,0.144,0.147,0.15,0.154,0.157,0.16,0.163,0.165,0.168,0.17,0.172
OECD Env-Growth,SSP4_v9_130325,BHS,Population,million,0.298,0.319,0.343,0.364,0.384,0.401,0.415,0.426,0.435,0.44,0.443,0.443,0.441,0.435,0.427,0.416,0.403,0.388,0.372,0.356,0.339
OECD Env-Growth,SSP4_v9_130325,BIH,Population,million,3.694,3.781,3.76,3.738,3.699,3.642,3.566,3.477,3.371,3.251,3.117,2.975,2.828,2.673,2.513,2.351,2.19,2.035,1.89,1.755,1.629
OECD Env-Growth,SSP4_v9_130325,BLR,Population,million,10.058,9.825,9.595,9.405,9.199,8.969,8.718,8.465,8.209,7.936,7.641,7.331,7.015,6.688,6.355,6.018,5.682,5.355,5.044,4.749,4.464
OECD Env-Growth,SSP4_v9_130325,BLZ,Population,million,0.251,0.281,0.312,0.342,0.372,0.4,0.426,0.45,0.473,0.495,0.516,0.536,0.556,0.575,0.594,0.615,0.637,0.66,0.685,0.712,0.741
OECD Env-Growth,SSP4_v9_130325,TWN,Population,million,21.936,22.728,23.037,23.416,23.476,23.401,23.18,22.756,22.064,21.136,20.036,18.853,17.9,17.814,17.601,17.265,16.815,16.257,15.56,14.758,13.879
OECD Env-Growth,SSP4_v9_130325,BOL,Population,million,8.307,9.147,9.93,10.751,11.669,12.629,13.603,14.539,15.454,16.349,17.24,18.086,18.864,19.636,20.402,21.159,21.934,22.716,23.525,24.343,25.181
OECD Env-Growth,SSP4_v9_130325,BRA,Population,million,174.425,185.987,194.946,202.596,209.12,214.155,217.314,218.955,219.05,217.62,214.595,210.183,204.524,197.751,190.044,181.545,172.505,163.126,153.654,144.262,135.051
OECD Env-Growth,SSP4_v9_130325,BRB,Population,million,0.268,0.271,0.273,0.275,0.276,0.276,0.275,0.271,0.265,0.258,0.249,0.24,0.229,0.219,0.208,0.196,0.185,0.174,0.163,0.153,0.143
OECD Env-Growth,SSP4_v9_130325,BRN,Population,million,0.327,0.363,0.399,0.429,0.455,0.478,0.496,0.512,0.525,0.535,0.542,0.545,0.545,0.541,0.533,0.522,0.508,0.492,0.474,0.456,0.436
OECD Env-Growth,SSP4_v9_130325,BTN,Population,million,0.571,0.659,0.726,0.792,0.858,0.918,0.971,1.02,1.063,1.1,1.13,1.151,1.163,1.164,1.154,1.133,1.104,1.069,1.028,0.985,0.939
OECD Env-Growth,SSP4_v9_130325,BWA,Population,million,1.758,1.876,2.007,2.106,2.181,2.233,2.264,2.279,2.282,2.272,2.254,2.23,2.201,2.161,2.108,2.044,1.971,1.891,1.805,1.715,1.619
OECD Env-Growth,SSP4_v9_130325,CAF,Population,million,3.702,4.018,4.401,4.843,5.332,5.831,6.326,6.795,7.242,7.674,8.085,8.459,8.791,9.085,9.347,9.581,9.779,9.96,10.108,10.227,10.321
OECD Env-Growth,SSP4_v9_130325,CAN,Population,million,30.667,32.283,34.017,35.767,37.495,39.102,40.487,41.714,42.81,43.779,44.608,45.305,45.892,46.263,46.416,46.329,45.975,45.348,44.476,43.318,41.89
OECD Env-Growth,SSP4_v9_130325,CHE,Population,million,7.168,7.415,7.664,7.883,8.058,8.225,8.368,8.493,8.594,8.668,8.712,8.723,8.702,8.637,8.539,8.414,8.262,8.08,7.855,7.591,7.298
OECD Env-Growth,SSP4_v9_130325,CHL,Population,million,15.42,16.302,17.114,17.828,18.45,18.94,19.268,19.462,19.52,19.447,19.244,18.932,18.526,18.037,17.475,16.852,16.172,15.443,14.683,13.913,13.127
OECD Env-Growth,SSP4_v9_130325,CHN,Population,million,1269.117,1307.593,1341.335,1359.655,1368.806,1365.646,1349.997,1323.369,1285.917,1238.875,1183.481,1121.777,1055.855,988.032,920.286,853.198,787,722.714,662.069,606.153,555.116
OECD Env-Growth,SSP4_v9_130325,CIV,Population,million,16.582,18.021,19.738,21.725,23.955,26.249,28.585,30.835,33.039,35.197,37.295,39.242,41.016,42.731,44.362,45.95,47.528,49.035,50.482,51.877,53.227
OECD Env-Growth,SSP4_v9_130325,CMR,Population,million,15.678,17.554,19.599,21.841,24.193,26.524,28.885,31.154,33.339,35.407,37.374,39.164,40.782,42.234,43.623,44.853,45.992,47.019,47.944,48.822,49.56
OECD Env-Growth,SSP4_v9_130325,COD,Population,million,49.626,57.421,65.966,76.455,88.056,100.301,113.113,125.652,138.015,150.124,161.845,172.787,182.783,192.032,200.541,208.33,215.365,221.644,227.148,231.932,235.976
OECD Env-Growth,SSP4_v9_130325,COG,Population,million,3.136,3.533,4.043,4.593,5.178,5.781,6.404,7.017,7.62,8.214,8.796,9.361,9.902,10.404,10.886,11.328,11.74,12.108,12.434,12.717,12.964
OECD Env-Growth,SSP4_v9_130325,COL,Population,million,39.764,43.041,46.295,49.199,51.852,54.132,55.96,57.427,58.486,59.119,59.318,59.145,58.628,57.807,56.698,55.323,53.712,51.911,49.97,47.936,45.843
OECD Env-Growth,SSP4_v9_130325,COM,Population,million,0.562,0.643,0.735,0.832,0.934,1.042,1.157,1.274,1.389,1.502,1.613,1.718,1.821,1.922,2.023,2.12,2.213,2.304,2.393,2.482,2.566
OECD Env-Growth,SSP4_v9_130325,CPV,Population,million,0.437,0.473,0.496,0.513,0.527,0.536,0.54,0.54,0.538,0.531,0.521,0.508,0.492,0.477,0.461,0.444,0.427,0.41,0.393,0.377,0.362
OECD Env-Growth,SSP4_v9_130325,CRI,Population,million,3.919,4.309,4.659,4.989,5.301,5.575,5.804,6,6.158,6.275,6.35,6.386,6.387,6.341,6.251,6.118,5.947,5.747,5.525,5.291,5.048
OECD Env-Growth,SSP4_v9_130325,CUB,Population,million,11.104,11.254,11.258,11.177,11.038,10.828,10.536,10.181,9.764,9.29,8.76,8.186,7.585,6.99,6.425,5.904,5.426,4.982,4.567,4.18,3.824
OECD Env-Growth,SSP4_v9_130325,CYP,Population,million,0.943,1.033,1.104,1.174,1.239,1.298,1.348,1.391,1.428,1.461,1.486,1.503,1.51,1.503,1.483,1.449,1.406,1.355,1.299,1.24,1.179
OECD Env-Growth,SSP4_v9_130325,CZE,Population,million,10.243,10.221,10.493,10.734,10.904,11.022,11.075,11.084,11.078,11.072,11.047,10.986,10.871,10.673,10.408,10.101,9.777,9.449,9.117,8.778,8.426
OECD Env-Growth,SSP4_v9_130325,DEU,Population,million,82.349,82.541,82.302,81.964,81.489,80.847,79.954,78.933,77.78,76.436,74.839,73.02,71.088,69.019,66.91,64.736,62.436,59.989,57.443,54.84,52.029
OECD Env-Growth,SSP4_v9_130325,DJI,Population,million,0.732,0.808,0.889,0.967,1.048,1.128,1.205,1.274,1.337,1.397,1.454,1.504,1.547,1.582,1.612,1.64,1.665,1.689,1.708,1.727,1.741
OECD Env-Growth,SSP4_v9_130325,DNK,Population,million,5.34,5.419,5.55,5.663,5.761,5.85,5.919,5.973,6.01,6.031,6.037,6.031,6.012,5.974,5.92,5.848,5.757,5.646,5.517,5.371,5.212
OECD Env-Growth,SSP4_v9_130325,DOM,Population,million,8.592,9.264,9.927,10.474,10.965,11.368,11.665,11.879,12.008,12.051,12.005,11.887,11.7,11.465,11.186,10.866,10.511,10.129,9.723,9.302,8.871
OECD Env-Growth,SSP4_v9_130325,DZA,Population,million,30.534,32.888,35.468,37.905,40.143,41.979,43.357,44.447,45.286,45.843,46.018,45.79,45.166,44.224,43.046,41.708,40.283,38.82,37.353,35.884,34.402
OECD Env-Growth,SSP4_v9_130325,ECU,Population,million,12.345,13.426,14.465,15.414,16.306,17.073,17.689,18.191,18.571,18.817,18.922,18.91,18.785,18.569,18.265,17.88,17.429,16.919,16.367,15.778,15.165
OECD Env-Growth,SSP4_v9_130325,EGY,Population,million,67.648,74.203,81.121,87.584,93.393,98.362,102.471,106.034,108.959,111.106,112.407,112.963,112.785,111.913,110.324,108.054,105.23,102.009,98.512,94.782,90.865
OECD Env-Growth,SSP4_v9_130325,ERI,Population,million,3.668,4.486,5.254,6.057,6.893,7.757,8.665,9.591,10.523,11.439,12.333,13.198,14.031,14.839,15.611,16.324,16.994,17.605,18.161,18.659,19.103
OECD Env-Growth,SSP4_v9_130325,ESP,Population,million,40.288,43.395,46.077,47.704,48.518,49.09,49.509,49.941,50.35,50.594,50.551,50.215,49.626,48.76,47.718,46.553,45.299,44.007,42.633,41.135,39.51
OECD Env-Growth,SSP4_v9_130325,EST,Population,million,1.371,1.346,1.341,1.332,1.317,1.298,1.274,1.25,1.23,1.209,1.187,1.163,1.136,1.106,1.076,1.044,1.011,0.977,0.944,0.91,0.877
OECD Env-Growth,SSP4_v9_130325,ETH,Population,million,65.578,74.264,82.95,93.126,104.76,117.443,130.814,143.906,156.939,170.235,183.966,197.388,210.183,222.041,233.209,244.018,254.239,263.893,272.849,281.145,288.981
OECD Env-Growth,SSP4_v9_130325,FIN,Population,million,5.173,5.244,5.365,5.477,5.571,5.644,5.686,5.706,5.709,5.698,5.678,5.651,5.616,5.569,5.509,5.433,5.338,5.227,5.1,4.958,4.794
OECD Env-Growth,SSP4_v9_130325,FJI,Population,million,0.812,0.823,0.861,0.884,0.897,0.9,0.895,0.884,0.866,0.844,0.818,0.789,0.759,0.729,0.699,0.671,0.642,0.615,0.587,0.561,0.536
OECD Env-Growth,SSP4_v9_130325,FRA,Population,million,60.913,63.011,64.935,66.807,68.533,70.081,71.382,72.552,73.525,74.211,74.586,74.737,74.714,74.497,74.121,73.573,72.813,71.821,70.469,68.839,66.988
OECD Env-Growth,SSP4_v9_130325,GAB,Population,million,1.235,1.371,1.505,1.643,1.785,1.922,2.053,2.17,2.28,2.387,2.488,2.579,2.662,2.74,2.812,2.876,2.939,2.996,3.051,3.101,3.149
OECD Env-Growth,SSP4_v9_130325,GBR,Population,million,58.874,60.203,62.036,64.003,65.682,67.13,68.252,69.194,69.988,70.626,71.04,71.221,71.159,70.838,70.336,69.671,68.802,67.712,66.425,64.98,63.353
OECD Env-Growth,SSP4_v9_130325,GEO,Population,million,4.746,4.477,4.352,4.242,4.096,3.928,3.749,3.572,3.389,3.199,3.003,2.811,2.626,2.454,2.292,2.14,1.996,1.863,1.743,1.636,1.539
OECD Env-Growth,SSP4_v9_130325,GHA,Population,million,19.165,21.64,24.392,27.445,30.746,34.287,38.096,41.992,45.96,50.002,54.061,58.029,61.853,65.577,69.237,72.734,76.149,79.358,82.375,85.204,87.867
OECD Env-Growth,SSP4_v9_130325,GIN,Population,million,8.344,9.041,9.982,11.001,12.057,13.097,14.15,15.126,16.021,16.842,17.599,18.254,18.817,19.364,19.912,20.444,20.962,21.463,21.948,22.424,22.916
