# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP1_v9_130325,NGA,GDP|PPP,billion US$2005/yr,181.73,244.642,338.225,462.557,636.006,896.583,1290.378,1853.285,2634.129,3681.428,5039.996,6755.189,8860.876,11359.79,14217.57,17383.387,20817.386,24448.977,28200.041,31996.102,35723.951
OECD Env-Growth,SSP1_v9_130325,NIC,GDP|PPP,billion US$2005/yr,10.847,12.669,14.467,17.204,20.776,27.092,36.746,50.16,67.175,87.181,109.539,133.736,158.676,184.273,209.768,234.405,258.619,282.077,304.437,325.3,343.916
OECD Env-Growth,SSP1_v9_130325,NLD,GDP|PPP,billion US$2005/yr,536.931,573.162,614.809,659.584,722.299,785.847,856.522,933.473,1017.265,1105.623,1192.755,1278.617,1366.531,1456.42,1546.359,1637.773,1730.803,1822.56,1910.915,1995.072,2075.306
OECD Env-Growth,SSP1_v9_130325,NOR,GDP|PPP,billion US$2005/yr,195.948,218.653,228.255,257.766,291.04,319.291,353.349,390.371,425.168,459.775,497.539,539.052,583.437,631.301,682.022,733.272,785.557,836.723,886.14,934.085,981.062
OECD Env-Growth,SSP1_v9_130325,NPL,GDP|PPP,billion US$2005/yr,22.025,26.022,32.337,39.154,49.768,67.559,95.617,137.762,197.306,277.52,380.174,505.182,650.733,813.357,989.531,1176.113,1366.884,1555.814,1737.381,1908.631,2062.893
OECD Env-Growth,SSP1_v9_130325,NZL,GDP|PPP,billion US$2005/yr,85.974,103.323,110.886,125.415,140.859,157.411,176.908,201.299,229.842,262.206,296.395,331.281,367.934,406.936,447.438,487.567,527.675,566.91,605.038,642.392,678.899
OECD Env-Growth,SSP1_v9_130325,OMN,GDP|PPP,billion US$2005/yr,43.007,51.135,68.334,83.357,100.514,123.592,153.17,187.448,219.843,245.785,268.472,293.81,319.03,342.711,362.44,377.862,390.516,400.493,408.529,414.661,418.263
OECD Env-Growth,SSP1_v9_130325,PAK,GDP|PPP,billion US$2005/yr,266.68,340.262,418.508,487.451,593.459,763.789,1017.294,1377.046,1851.665,2441.827,3134.429,3921.301,4789.47,5723.202,6704.028,7683.777,8646.424,9573.417,10456.306,11293.446,12060.265
OECD Env-Growth,SSP1_v9_130325,PAN,GDP|PPP,billion US$2005/yr,24.039,29.684,44.448,64.525,85.061,109.253,136.631,166.417,197.139,227.99,257.626,285.333,310.64,332.559,350.672,365.248,377.696,387.036,393.121,396.068,395.434
OECD Env-Growth,SSP1_v9_130325,PER,GDP|PPP,billion US$2005/yr,143.353,176.017,248.847,329.29,428.611,549.194,692.033,854.21,1025.122,1196.233,1361.754,1518.61,1661.653,1791.31,1905.823,2003.239,2088.342,2161.011,2221.496,2266.694,2294.57
OECD Env-Growth,SSP1_v9_130325,PHL,GDP|PPP,billion US$2005/yr,208.539,260.987,332.055,413.788,521.994,668.807,871.821,1139.855,1477.34,1879.905,2340.077,2850.495,3399.396,3969.555,4540.921,5104.786,5656.978,6184.626,6677.661,7131.261,7535.023
OECD Env-Growth,SSP1_v9_130325,PNG,GDP|PPP,billion US$2005/yr,10.492,11.374,15.207,23.548,29.564,38.805,53.103,73.526,100.583,134.938,176.856,225.945,281.043,340.173,401.387,462.587,523.704,582.51,637.618,687.822,731.938
OECD Env-Growth,SSP1_v9_130325,POL,GDP|PPP,billion US$2005/yr,451.644,525.722,660.478,768.404,904.195,1041.87,1183.144,1326.292,1452.728,1551.89,1626.932,1692.167,1758.764,1831.976,1904.634,1966.456,2017.088,2059.189,2097.9,2139.702,2186.424
OECD Env-Growth,SSP1_v9_130325,PRI,GDP|PPP,billion US$2005/yr,63.477,70.781,64.752,72.416,79.597,87.571,95.766,103.832,110.589,115.573,118.932,120.777,120.927,120.242,118.768,116.483,114.01,111.453,108.827,106.021,102.961
OECD Env-Growth,SSP1_v9_130325,PRT,GDP|PPP,billion US$2005/yr,215.791,224.643,230.606,230.091,253.869,281.428,314.359,350.773,387.153,423.634,460.909,500.697,542.749,585.152,625.91,664.811,702.433,738.836,773.513,805.629,834.34
OECD Env-Growth,SSP1_v9_130325,PRY,GDP|PPP,billion US$2005/yr,20.276,23.006,30.001,36.849,46.173,60.969,82.27,110.602,145.259,185.206,228.926,275.504,323.621,371.941,419.025,463.584,506.044,545.338,581.062,613.145,639.942
OECD Env-Growth,SSP1_v9_130325,PSE,GDP|PPP,billion US$2005/yr,9.599,8.812,11.09,15,20.72,29.479,42.082,58.855,79.007,101.54,125.396,149.767,173.737,197.589,220.385,242.012,263.144,283.754,304.075,324.2,343.628
OECD Env-Growth,SSP1_v9_130325,PYF,GDP|PPP,billion US$2005/yr,4.144,4.593,4.493,4.987,5.39,5.863,6.449,7.199,8.068,9.004,9.941,10.849,11.753,12.634,13.504,14.313,15.048,15.728,16.363,16.946,17.459
OECD Env-Growth,SSP1_v9_130325,QAT,GDP|PPP,billion US$2005/yr,38.311,57.069,122.76,205.428,257.151,298.357,329.662,358.905,383.335,401.142,412.954,423.716,435.445,444.255,447.515,444.92,438.799,429.953,418.874,405.463,389.45
OECD Env-Growth,SSP1_v9_130325,ROU,GDP|PPP,billion US$2005/yr,153.464,202.526,234.124,255.365,300.584,356.653,424.498,498.346,570.902,635.989,693.068,739.904,786.012,824.51,853.448,870.507,880.142,883.849,881.511,874.371,861.346
OECD Env-Growth,SSP1_v9_130325,RUS,GDP|PPP,billion US$2005/yr,1260.058,1696.729,2015.118,2444.526,2942.177,3536.191,4265.178,5041.563,5729.008,6253.428,6607.07,6887.941,7207.741,7512.449,7725.967,7820.389,7848.797,7857.357,7864.459,7863.518,7805.936
OECD Env-Growth,SSP1_v9_130325,RWA,GDP|PPP,billion US$2005/yr,5.353,7.734,11.057,15.588,21.72,31.635,46.865,69.449,100.651,141.665,193.498,257.445,334.865,424.639,524.802,631.154,743.125,859.408,978.318,1097.09,1210.62
OECD Env-Growth,SSP1_v9_130325,SAU,GDP|PPP,billion US$2005/yr,407.348,490.578,563.632,728.092,892.067,1087.365,1327.419,1565.661,1800.413,2024.779,2233.451,2433.626,2634.806,2832.305,3011.952,3171.014,3325.731,3470.443,3603.275,3714.354,3793.669
OECD Env-Growth,SSP1_v9_130325,SDN,GDP|PPP,billion US$2005/yr,47.757,61.955,88.125,97.496,140.428,192.052,270.197,385.06,542.598,750.812,1016.528,1346.446,1743.014,2199.595,2703.83,3252.036,3823.415,4413.949,5011.09,5597.6,6158.043
OECD Env-Growth,SSP1_v9_130325,SEN,GDP|PPP,billion US$2005/yr,14.517,18.232,21.61,25.957,33.917,46.666,65.615,93.15,130.848,180.07,241.957,317.313,405.712,505.726,614.187,727.984,847.086,969.927,1093.652,1215.45,1331.819
OECD Env-Growth,SSP1_v9_130325,SGP,GDP|PPP,billion US$2005/yr,153.314,193.557,264.851,321.858,383.146,437.545,483.045,517.975,546.53,566.644,577.117,583.244,586.039,583.886,578.118,567.147,553.062,534.846,513.352,489.49,463.403
OECD Env-Growth,SSP1_v9_130325,SLB,GDP|PPP,billion US$2005/yr,0.924,0.974,1.308,1.688,2.15,2.941,4.088,5.664,7.681,10.166,13.115,16.496,20.235,24.21,28.235,32.19,36.17,40.069,43.792,47.252,50.35
OECD Env-Growth,SSP1_v9_130325,SLE,GDP|PPP,billion US$2005/yr,1.758,3.334,4.352,7.138,9.21,12.854,18.897,28.326,41.953,60.731,85.432,116.666,154.657,198.543,246.912,298.296,352.686,408.621,464.701,519.716,571.939
OECD Env-Growth,SSP1_v9_130325,SLV,GDP|PPP,billion US$2005/yr,30.717,34.501,37.019,39.932,45.372,52.418,61.881,73.77,87.514,102.403,117.618,132.479,146.211,159.377,172.33,184.458,195.866,206.446,216.061,224.643,231.928
OECD Env-Growth,SSP1_v9_130325,SOM,GDP|PPP,billion US$2005/yr,0,0,0.315,0.382,0.539,0.852,1.451,2.534,4.338,7.178,11.428,17.418,25.373,35.367,47.25,60.773,75.842,92.227,109.402,126.808,143.806
OECD Env-Growth,SSP1_v9_130325,SRB,GDP|PPP,billion US$2005/yr,48.866,63.373,69.977,75.523,85.304,98.792,115.046,133.016,151.633,169.736,186.969,203.924,220.541,235.333,246.761,255.185,261.817,266.316,268.756,269.036,266.991
OECD Env-Growth,SSP1_v9_130325,STP,GDP|PPP,billion US$2005/yr,0,0.216,0.29,0.473,0.986,1.494,2.189,3.046,4.001,4.997,5.994,6.969,7.87,8.693,9.421,10.067,10.673,11.239,11.758,12.229,12.646
OECD Env-Growth,SSP1_v9_130325,SUR,GDP|PPP,billion US$2005/yr,2.317,3.06,3.73,4.611,5.86,7.528,9.61,12.057,14.714,17.499,20.25,22.935,25.491,27.771,29.768,31.547,33.146,34.556,35.756,36.751,37.476
OECD Env-Growth,SSP1_v9_130325,SVK,GDP|PPP,billion US$2005/yr,68.571,87.124,109.477,128.516,151.136,174.284,199.621,225.925,250.611,272.184,291.068,308.543,326.603,345.631,364.12,380.779,395.337,408.036,419.464,430.572,441.678
OECD Env-Growth,SSP1_v9_130325,SVN,GDP|PPP,billion US$2005/yr,39.312,46.961,51.321,55.34,61.824,68.77,76.698,85.37,94.055,102.293,110.181,118.096,126.576,135.354,144.086,152.247,159.804,167.014,174.09,180.993,187.504
OECD Env-Growth,SSP1_v9_130325,SWE,GDP|PPP,billion US$2005/yr,259.114,295.27,316.691,364.76,413.889,465.017,520.594,581.391,647.333,716.717,785.581,851.502,920.738,1000.012,1082.126,1163.603,1244.263,1321.467,1396.673,1473.077,1551.142
OECD Env-Growth,SSP1_v9_130325,SWZ,GDP|PPP,billion US$2005/yr,4.496,4.99,5.638,5.449,5.949,7.196,9.103,11.82,15.39,19.824,25.028,30.86,37.236,44.064,51.095,58.095,64.948,71.442,77.597,83.366,88.588
OECD Env-Growth,SSP1_v9_130325,SYR,GDP|PPP,billion US$2005/yr,60.048,76.403,96.934,108.843,161.611,219.35,298.783,402.103,526.701,670.624,830.194,999.356,1170.6,1338.597,1497.683,1651.785,1805.485,1949.484,2078.119,2188.922,2277.079
OECD Env-Growth,SSP1_v9_130325,TCD,GDP|PPP,billion US$2005/yr,6.17,13.445,15.011,18.091,22.093,30.506,44.595,66.552,98.936,143.952,204.119,281.298,376.465,489.512,619.064,762.869,918.718,1083.251,1252.94,1424.928,1595.121
OECD Env-Growth,SSP1_v9_130325,TGO,GDP|PPP,billion US$2005/yr,4.391,4.641,5.414,6.842,9.058,12.561,18.017,26.371,38.662,56.07,79.746,110.599,149.179,195.465,248.887,308.344,373.023,441.043,511.01,581.68,651.142
OECD Env-Growth,SSP1_v9_130325,THA,GDP|PPP,billion US$2005/yr,347.154,445.195,530.367,649.827,834.959,1084.741,1399.69,1765.018,2151.675,2536.373,2899.332,3237.288,3544.512,3810.229,4026.032,4193.098,4318.592,4400.063,4440.537,4445.799,4416.403
OECD Env-Growth,SSP1_v9_130325,TJK,GDP|PPP,billion US$2005/yr,5.98,9.682,13.333,17.686,22.833,31.665,45.184,63.517,85.754,110.303,135.018,158.402,179.79,199.74,217.872,233.996,248.745,262.022,274.445,286.355,297.496
OECD Env-Growth,SSP1_v9_130325,TKM,GDP|PPP,billion US$2005/yr,10.454,22.609,37.42,54.831,83.227,114.274,149.72,186.735,220.645,247.095,265.259,277.519,286.243,292.574,294.831,293.697,290.098,284.755,278.709,272.392,265.469
OECD Env-Growth,SSP1_v9_130325,TLS,GDP|PPP,billion US$2005/yr,0.975,0.968,1.481,2.276,3.365,4.997,7.503,11.245,16.487,23.453,32.14,42.511,54.2,67.244,81.565,96.792,112.848,129.536,146.719,164.441,182.514
OECD Env-Growth,SSP1_v9_130325,TON,GDP|PPP,billion US$2005/yr,0.379,0.418,0.423,0.453,0.498,0.589,0.722,0.889,1.08,1.296,1.537,1.8,2.06,2.318,2.563,2.791,3.028,3.276,3.528,3.775,4.006
OECD Env-Growth,SSP1_v9_130325,TTO,GDP|PPP,billion US$2005/yr,17.969,26.384,31.079,33.224,38.189,43.488,49.05,54.535,59.16,62.316,63.845,64.743,65.451,65.702,65.088,63.685,62.076,60.467,58.941,57.387,55.596
OECD Env-Growth,SSP1_v9_130325,TUN,GDP|PPP,billion US$2005/yr,58.121,72.032,89.757,101.916,134.561,177.857,232.008,294.346,358.928,420.353,472.575,516.981,556.57,593.274,623.199,644.423,659.591,669.388,676.049,680.484,681.73
OECD Env-Growth,SSP1_v9_130325,TUR,GDP|PPP,billion US$2005/yr,625.062,780.933,912.432,1139.45,1400.126,1696.996,2035.822,2410.225,2804.263,3193.055,3558.193,3904.368,4226.776,4522.94,4782.918,4996.832,5179.858,5336.6,5468.389,5575.682,5639.578
OECD Env-Growth,SSP1_v9_130325,TZA,GDP|PPP,billion US$2005/yr,28.708,40.354,56.273,75.539,103.978,152.223,227.49,340.002,496.912,706.194,975.595,1309.401,1707.479,2165.193,2672.781,3213.972,3786.972,4380.84,4981.463,5577.614,6153.153
OECD Env-Growth,SSP1_v9_130325,UGA,GDP|PPP,billion US$2005/yr,18.73,25.903,38.411,50.628,71.123,105.125,159.596,243.692,366.797,540.315,776.072,1085.092,1474.402,1946.428,2497.92,3120.783,3810.816,4556.667,5340.59,6144.912,6947.363
OECD Env-Growth,SSP1_v9_130325,UKR,GDP|PPP,billion US$2005/yr,181.775,263.007,276.283,331.119,396.812,492.94,621.655,776.935,939.575,1095.765,1239.716,1379.39,1521.071,1657.042,1773.787,1861.455,1929.302,1982.676,2025.366,2058.003,2071.812
OECD Env-Growth,SSP1_v9_130325,URY,GDP|PPP,billion US$2005/yr,31.718,32.009,42.434,51.623,61.655,73.703,87.864,103.348,118.654,132.989,146.023,157.321,166.556,174.075,179.805,183.839,186.799,188.605,189.236,188.749,186.777
OECD Env-Growth,SSP1_v9_130325,USA,GDP|PPP,billion US$2005/yr,11225.241,12622.125,13087.12,14772.263,17156.082,19536.27,21979.945,24428.263,26777.92,28990.584,31007.587,32987.08,35035.96,37183.991,39287.74,41338.766,43422.432,45434.639,47397.131,49299.839,51096.512
OECD Env-Growth,SSP1_v9_130325,UZB,GDP|PPP,billion US$2005/yr,40.237,52.359,78.648,108.523,146.602,200.094,269.211,353.94,449.177,545.318,635.314,719.167,798.216,875.286,945.498,1003.434,1051.077,1088.889,1119.839,1145.712,1165.121
OECD Env-Growth,SSP1_v9_130325,VCT,GDP|PPP,billion US$2005/yr,0.808,0.963,1.037,1.128,1.307,1.507,1.749,2.028,2.323,2.621,2.909,3.186,3.441,3.671,3.87,4.036,4.183,4.311,4.422,4.511,4.575
OECD Env-Growth,SSP1_v9_130325,VEN,GDP|PPP,billion US$2005/yr,232.522,263.762,316.397,379.724,437.411,519.759,613.86,714.315,823.732,941.514,1064.39,1193.114,1326.865,1460.549,1587.426,1702.736,1810.019,1905.348,1983.617,2043.398,2082.619
OECD Env-Growth,SSP1_v9_130325,VNM,GDP|PPP,billion US$2005/yr,123.993,178.075,249.923,333.128,470.241,642.261,861.649,1128.571,1433.129,1762.005,2091.506,2410.096,2715.249,3019.669,3294.279,3520.84,3706.512,3854.141,3969.188,4053.911,4094.539
OECD Env-Growth,SSP1_v9_130325,VUT,GDP|PPP,billion US$2005/yr,0.702,0.739,0.957,1.133,1.38,1.805,2.451,3.378,4.622,6.216,8.169,10.484,13.126,16.021,19.077,22.18,25.337,28.446,31.426,34.209,36.706
OECD Env-Growth,SSP1_v9_130325,WSM,GDP|PPP,billion US$2005/yr,0.54,0.691,0.722,0.78,0.873,1.026,1.227,1.467,1.739,2.05,2.395,2.747,3.064,3.35,3.606,3.86,4.133,4.417,4.701,4.978,5.243
OECD Env-Growth,SSP1_v9_130325,YEM,GDP|PPP,billion US$2005/yr,37.573,46.172,57.076,56.078,70.414,92.734,126.893,175.594,239.079,315.732,404.344,504.731,616.41,737.964,864.231,990.238,1113.723,1233.531,1349.153,1458.723,1558.095
OECD Env-Growth,SSP1_v9_130325,ZAF,GDP|PPP,billion US$2005/yr,336.204,405.757,474.761,570.256,710.767,883.319,1086.864,1320.975,1572.447,1827.697,2074.644,2311.963,2540.034,2745.844,2918.465,3061.088,3176.739,3264.273,3328.085,3369.76,3388.435
OECD Env-Growth,SSP1_v9_130325,ZMB,GDP|PPP,billion US$2005/yr,10.495,13.269,18.112,24.814,34.634,50.615,76.128,114.567,168.62,241.093,334.839,452.4,594.683,760.795,947.918,1151.078,1367.226,1592.229,1820.242,2045.685,2261.968
OECD Env-Growth,SSP1_v9_130325,ZWE,GDP|PPP,billion US$2005/yr,8.696,5.908,5.221,6.323,7.287,9.488,13.452,20.017,29.872,43.714,62.078,85.277,113.202,145.952,183.065,223.51,266.897,312.203,358.852,406.363,453.603
OECD Env-Growth,SSP1_v9_130325,AFG,GDP|PPP,billion US$2005/yr,0,22.372,37.237,47.643,59.153,78.506,109.567,157.25,227.005,324.841,456.674,627.328,839.381,1094.144,1389.577,1722.005,2086.194,2474.187,2878.709,3293.204,3707.958
OECD Env-Growth,SSP1_v9_130325,AGO,GDP|PPP,billion US$2005/yr,34.484,55.315,98.686,127.295,171.984,203.363,232.32,261.469,304.102,369.997,464.994,591.431,750.86,942.049,1160.284,1400.116,1655.046,1917.629,2181.823,2441.164,2687.836
OECD Env-Growth,SSP1_v9_130325,ALB,GDP|PPP,billion US$2005/yr,14.743,19.17,24.545,26.919,30.452,35.126,41.037,48.034,55.608,63.289,70.384,76.939,83.03,88.331,92.473,95.687,98.004,99.153,99.277,98.596,97.006
OECD Env-Growth,SSP1_v9_130325,ARE,GDP|PPP,billion US$2005/yr,209.548,272.055,318.142,439.9,536.362,652.339,787.776,927.181,1061.287,1176.838,1266.675,1343.919,1421.73,1487.358,1535.672,1560.609,1569.904,1565.244,1550.719,1526.111,1486.25
OECD Env-Growth,SSP1_v9_130325,ARG,GDP|PPP,billion US$2005/yr,379.737,419.049,580.427,715.981,861.408,1034.757,1234.956,1460.154,1689.617,1908.124,2112.17,2302.356,2478.593,2639.011,2778.376,2890.058,2983.801,3057.448,3111.058,3144.994,3156.007
OECD Env-Growth,SSP1_v9_130325,ARM,GDP|PPP,billion US$2005/yr,7.061,12.559,15.153,18.149,21.519,25.88,31.593,38.44,45.427,51.782,57.013,61.218,65.011,68.784,71.565,73.228,74.461,75.361,76.099,76.478,76.396
OECD Env-Growth,SSP1_v9_130325,AUS,GDP|PPP,billion US$2005/yr,589.583,695.934,795.588,941.64,1114.003,1293.923,1490.87,1710.424,1946.39,2196.838,2444.276,2694.125,2962.466,3242.255,3523.682,3793.235,4048.735,4283.508,4501.05,4706.377,4898.409
OECD Env-Growth,SSP1_v9_130325,AUT,GDP|PPP,billion US$2005/yr,254.492,276.596,296.85,330.984,363.264,395.57,430.982,470.041,511.749,553.608,592.157,629.058,665.734,702.56,737.489,770.436,800.94,827.506,850.606,871.116,889.725
OECD Env-Growth,SSP1_v9_130325,AZE,GDP|PPP,billion US$2005/yr,20.041,37.731,80.696,91.32,105.154,115.497,128.874,139.459,152.748,167.935,182.697,198.241,217.841,243.198,269.518,291.501,311.407,329.959,348.387,365.686,379.716
OECD Env-Growth,SSP1_v9_130325,BDI,GDP|PPP,billion US$2005/yr,3.164,3.523,4.389,5.719,7.98,11.816,18.515,29.747,47.267,72.754,107.592,153.043,210.398,279.757,359.927,447.73,540.111,634.341,728.929,822.664,911.779
OECD Env-Growth,SSP1_v9_130325,BEL,GDP|PPP,billion US$2005/yr,311.979,337.321,357.666,386.55,420.166,461.282,511.964,570.807,633.155,694.686,754.294,814.612,877.634,942.284,1005.427,1066.456,1126.023,1183.786,1239.182,1292.555,1343.68
OECD Env-Growth,SSP1_v9_130325,BEN,GDP|PPP,billion US$2005/yr,8.515,10.299,12.601,15.02,19.378,26.723,38.283,56.012,82.082,118.813,168.465,232.796,312.832,408.131,516.931,636.096,763.855,897.097,1032.755,1167.839,1297.974
OECD Env-Growth,SSP1_v9_130325,BFA,GDP|PPP,billion US$2005/yr,10.492,14.391,18.709,24.921,34.144,48.982,71.961,106.496,155.782,223.38,312.921,426.941,566.422,730.94,918.28,1124.341,1347.203,1582.881,1826.257,2072.622,2315.264
OECD Env-Growth,SSP1_v9_130325,BGD,GDP|PPP,billion US$2005/yr,125.677,163.728,221.297,299.557,422.378,596.861,840.967,1172.14,1590.473,2084.679,2636.728,3232.56,3854.015,4475.124,5077.037,5651.81,6181.944,6656.779,7074.766,7440.367,7746.924
OECD Env-Growth,SSP1_v9_130325,BGR,GDP|PPP,billion US$2005/yr,58.152,75.923,86.738,96.128,119.24,146.755,178.81,212.243,242.887,268.482,289.035,306.646,323.521,338.174,347.837,352.057,353.496,353.2,351.395,347.912,341.909
OECD Env-Growth,SSP1_v9_130325,BHR,GDP|PPP,billion US$2005/yr,15.141,20.344,26.934,35.187,44.72,57.227,72.013,88.684,106.143,122.512,137.333,152.168,167.596,182.027,194.493,204.122,211.205,216.261,219.833,221.741,221.154
OECD Env-Growth,SSP1_v9_130325,ABW,GDP|PPP,billion US$2005/yr,0,0.128,0.151,0.205,0.266,0.357,0.492,0.679,0.926,1.237,1.617,2.067,2.586,3.165,3.797,4.47,5.171,5.842,6.469,7.034,7.505
OECD Env-Growth,SSP2_v9_130325,BHS,GDP|PPP,billion US$2005/yr,9.179,9.964,9.647,10.905,12.473,13.941,15.315,16.668,18.052,19.504,20.907,22.313,23.738,25.225,26.787,28.271,29.701,31.052,32.31,33.488,34.616
OECD Env-Growth,SSP2_v9_130325,BIH,GDP|PPP,billion US$2005/yr,18.823,23.975,28.065,30.826,37.579,45.632,53.94,62.179,70.17,77.246,83.032,87.985,92.872,96.603,99.827,102.467,104.264,105.609,106.694,107.697,108.748
OECD Env-Growth,SSP2_v9_130325,BLR,GDP|PPP,billion US$2005/yr,58.129,83.492,118.671,145.398,176.267,205.923,234.472,262.236,287.769,309.577,327.584,345.345,366.346,388.913,409.969,427.68,442.968,457.897,473.601,490.053,505.94
OECD Env-Growth,SSP2_v9_130325,BLZ,GDP|PPP,billion US$2005/yr,1.404,1.825,2.061,2.289,2.611,3.077,3.653,4.315,5.08,5.949,6.919,8,9.2,10.539,12.018,13.631,15.38,17.261,19.283,21.455,23.786
OECD Env-Growth,SSP2_v9_130325,TWN,GDP|PPP,billion US$2005/yr,0,0,742.813,889.439,1073.213,1204.694,1312.704,1414.657,1507.597,1579.327,1624.946,1649.451,1672.661,1751.762,1830.265,1901.08,1961.667,2006.07,2037.248,2056.303,2065.384
OECD Env-Growth,SSP2_v9_130325,BOL,GDP|PPP,billion US$2005/yr,29.632,34.502,43.19,54.698,69.511,89.569,113.995,142.494,176.448,216.479,262.786,315.515,374.464,439.964,511.757,589.783,673.652,762.418,855.439,952.624,1053.584
OECD Env-Growth,SSP2_v9_130325,BRA,GDP|PPP,billion US$2005/yr,1379.549,1582.642,1967.541,2313.373,2814.726,3308.152,3776.172,4225.471,4687.932,5153.778,5613.1,6082.409,6559.794,7025.864,7488.784,7966.355,8436.349,8899.19,9362.067,9833.185,10312.23
OECD Env-Growth,SSP2_v9_130325,BRB,GDP|PPP,billion US$2005/yr,4.862,4.86,4.804,5.081,5.616,6.115,6.623,7.127,7.638,8.169,8.681,9.177,9.651,10.127,10.636,11.119,11.592,12.036,12.462,12.876,13.277
OECD Env-Growth,SSP2_v9_130325,BRN,GDP|PPP,billion US$2005/yr,15.854,17.567,18.153,20.964,24.759,28.476,32.244,36.206,40.311,44.543,49.007,53.68,58.544,63.259,67.612,71.525,75.031,78.062,80.616,82.735,84.472
OECD Env-Growth,SSP2_v9_130325,BTN,GDP|PPP,billion US$2005/yr,1.544,2.294,3.47,5.681,9.804,14.499,19.99,26.334,33.684,41.993,51.041,60.664,70.894,81.584,92.385,102.97,112.93,122.152,130.693,138.565,145.66
OECD Env-Growth,SSP2_v9_130325,BWA,GDP|PPP,billion US$2005/yr,16.755,21.649,25.012,31.094,38.869,46.623,54.411,62.146,70.468,79.284,88.597,98.459,109.026,119.835,130.565,140.889,150.776,160.073,168.651,176.248,182.595
OECD Env-Growth,SSP2_v9_130325,CAF,GDP|PPP,billion US$2005/yr,2.835,2.7,3.114,3.851,5.052,6.696,8.856,11.633,15.355,20.284,26.702,34.927,45.283,58.059,73.573,92.102,113.899,139.193,168.114,200.814,237.333
OECD Env-Growth,SSP2_v9_130325,CAN,GDP|PPP,billion US$2005/yr,998.233,1131.835,1201.888,1353.751,1531.718,1694.124,1861.567,2046.673,2245.51,2448.009,2647.38,2848.396,3067.688,3311.851,3575.443,3846.626,4123.553,4399.106,4674.884,4953.774,5236.013
OECD Env-Growth,SSP2_v9_130325,CHE,GDP|PPP,billion US$2005/yr,249.381,266.122,294.115,322.506,356.387,388.234,419.135,452.2,491.907,537.203,586.001,637.56,691.927,748.847,807.271,865.728,924.234,982.016,1037.928,1091.897,1144.65
OECD Env-Growth,SSP2_v9_130325,CHL,GDP|PPP,billion US$2005/yr,161.87,198.286,232.988,295.595,367.453,439.623,510.276,580.255,654.17,732.004,809.537,885.78,963.353,1043.483,1124.132,1203.287,1281.247,1357.076,1430.858,1503.491,1574.903
OECD Env-Growth,SSP2_v9_130325,CHN,GDP|PPP,billion US$2005/yr,3367.175,5362.83,9121.348,13882.122,20376.807,27245.163,33582.335,38906.859,43613.037,47745.912,50967.52,53257.441,55132.455,56609.017,57738.484,58448.264,58955.589,59167.025,59231.773,59221.418,59184.717
OECD Env-Growth,SSP2_v9_130325,CIV,GDP|PPP,billion US$2005/yr,30.024,30.023,33.443,41.484,60.178,92.286,137.605,195.787,268.618,357.523,462.108,583.435,721.027,874.793,1043.688,1226.742,1423.444,1633.042,1853.955,2083.174,2318.361
